player,player_id,team,opponent,start_date,end_date,venue,match_type,is_captain,is_player_of_match,runs_scored,balls_faced,outs,fours,sixes,runs_conceded,balls_bowled,wickets,catches,stumpings,runouts,wickets_taken_players,dismissed_by,wicket_type,runs_powerplay,fours_powerplay,sixes_powerplay,wickets_powerplay,runs_middle,fours_middle,sixes_middle,wickets_middle,runs_death,fours_death,sixes_death,wickets_death,win,win_by_run,win_by_wickets,maidens,gender,batting_average,batting_strike_rate,bowling_average,bowling_strike_rate,bowling_economy,values
MM Lanning,27e003ce,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,23,24,1,3,0,0,0,0,0,0,0,none,['SR Patil'],['lbw'],13,2,0,0,10,1,0,0,0,0,0,0,-1,0,0,0,False,23.0,95.83333333333334,0.0,0.0,0.0,"{""batting_first_original_score"": [8, 79, 31], ""batting_first_predicted_score"": [12.255131721496582, 13.08945083618164, 12.724188804626465, 13.53100299835205], ""ceil_value"": 85.99133977448281, ""chasing_first_original_score"": [8, 79, 31], ""chasing_first_predicted_score"": [11.25629997253418, 11.713584899902344, 10.858283996582031, 12.660642623901367], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [2.005948305130005], ""fes"": 3, ""floor_value"": 4.596895519634835, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.07822165449004015, ""rank"": 1.0, ""risk"": 40, ""score"": 40.95357142857143, ""strike_rate"": [56.39859390258789], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [19, 71, 73, 82, 34, 28], ""y_pred"": [28.877500534057617, 29.454082489013672, 29.26062774658203, 28.708715438842773, 28.97756004333496, 29.613069534301758]}"
Shafali Verma,d8f59089,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,44,28,1,2,3,0,0,0,0,0,0,none,['S Molineux'],['caught'],26,0,2,0,18,2,1,0,0,0,0,0,-1,0,0,0,False,44.0,157.14285714285714,0.0,0.0,0.0,"{""batting_first_original_score"": [46, 13, 14], ""batting_first_predicted_score"": [23.22438621520996, 23.282873153686523, 23.302017211914062, 16.043432235717773], ""ceil_value"": 80.78252079583098, ""chasing_first_original_score"": [46, 13, 14], ""chasing_first_predicted_score"": [17.301666259765625, 17.922950744628906, 17.827922821044922, 15.813638687133789], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [1.8145012855529785], ""fes"": 3, ""floor_value"": -2.517460554867121, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.09270671806549771, ""rank"": 2.0, ""risk"": 41, ""score"": 37.688235294117646, ""strike_rate"": [74.27259063720703], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [71, 26, 41, 17, 37, 119], ""y_pred"": [33.650115966796875, 33.7531623840332, 33.95568084716797, 33.10780715942383, 34.3377685546875, 34.646236419677734]}"
JI Rodrigues,cb08b611,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,0,2,1,0,0,0,0,0,0,0,0,none,['S Molineux'],['bowled'],0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,0.0,0.0,0.0,0.0,0.0,"{""batting_first_original_score"": [27, 44, 60], ""batting_first_predicted_score"": [23.05518913269043, 23.074331283569336, 14.296863555908203, 14.873238563537598], ""ceil_value"": 65.40510832404227, ""chasing_first_original_score"": [27, 44, 60], ""chasing_first_predicted_score"": [17.460771560668945, 17.382793426513672, 12.76917839050293, 13.78572940826416], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [1.58865225315094], ""fes"": 3, ""floor_value"": -2.123290142224093, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.08384905417172783, ""rank"": 3.0, ""risk"": 33, ""score"": 50.9626168224299, ""strike_rate"": [66.17042541503906], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [-2, 7, 105, 19, 88, 50], ""y_pred"": [30.281465530395508, 30.856700897216797, 30.865480422973633, 30.01761245727539, 31.05998420715332, 31.55604362487793]}"
A Capsey,910dd54e,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,0,1,1,0,0,13,18,0,0,0,0,none,['S Molineux'],['bowled'],0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,0.0,0.0,0.0,0.0,0.0,"{""batting_first_original_score"": [23, 78, 38], ""batting_first_predicted_score"": [16.12164306640625, 15.397022247314453, 16.053049087524414, 16.221176147460938], ""ceil_value"": 79.69660722460509, ""chasing_first_original_score"": [23, 78, 38], ""chasing_first_predicted_score"": [11.764094352722168, 12.907739639282227, 13.344804763793945, 13.815132141113281], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [1.848276138305664], ""fes"": 3, ""floor_value"": 6.172440394442532, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.08361491034797049, ""rank"": 4.0, ""risk"": 36, ""score"": 38.82022471910112, ""strike_rate"": [69.82395935058594], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [68, 36, 30, 41, 87, -2], ""y_pred"": [30.303077697753906, 30.770055770874023, 30.77883529663086, 29.954097747802734, 30.973339080810547, 31.469398498535156]}"
M Kapp,63e3b6b3,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,8,16,1,0,0,20,24,0,0,0,0,none,['S Asha'],['caught'],0,0,0,0,8,0,0,0,0,0,0,0,-1,0,0,0,False,8.0,50.0,0.0,0.0,0.0,"{""batting_first_original_score"": [38, 11, 71], ""batting_first_predicted_score"": [19.45327377319336, 19.92977523803711, 19.551902770996094, 20.076871871948242], ""ceil_value"": 95.39052410027065, ""chasing_first_original_score"": [38, 11, 71], ""chasing_first_predicted_score"": [13.667311668395996, 14.124210357666016, 14.030961990356445, 14.419230461120605], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [2.3620760440826416], ""fes"": 3, ""floor_value"": 17.293826032355348, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.0999867988385452, ""rank"": 5.0, ""risk"": 39, ""score"": 60.49519230769231, ""strike_rate"": [64.42300415039062], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [64, 103, 100, 62, 39, 54], ""y_pred"": [35.82502365112305, 35.25123977661133, 36.404869079589844, 36.464717864990234, 37.031768798828125, 37.155269622802734]}"
JL Jonassen,0475a86b,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,3,11,1,0,0,15,12,0,0,0,0,none,['S Asha'],['caught'],0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,False,3.0,27.27272727272727,0.0,0.0,0.0,"{""batting_first_original_score"": [63, 54, 8], ""batting_first_predicted_score"": [18.92067527770996, 15.431134223937988, 16.607818603515625, 14.869763374328613], ""ceil_value"": 93.66095070875916, ""chasing_first_original_score"": [63, 54, 8], ""chasing_first_predicted_score"": [16.111658096313477, 19.90817642211914, 19.262954711914062, 17.313720703125], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [3.406496286392212], ""fes"": 3, ""floor_value"": 14.802999134501022, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.11202992587639589, ""rank"": 6.0, ""risk"": 39, ""score"": 64.31395348837209, ""strike_rate"": [49.855342864990234], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [155, 96, 89, 47, 65, 86], ""y_pred"": [44.921478271484375, 38.35484313964844, 38.4763069152832, 37.940032958984375, 39.56010437011719, 41.684444427490234]}"
RP Yadav,6c3aef71,Delhi Capitals,Royal Challengers Bangalore,2024-03-17,2024-03-17,"Arun Jaitley Stadium, Delhi",T20,False,False,12,9,1,2,0,18,6,0,0,0,0,none,['S Asha'],[],0,0,0,0,11,2,0,0,1,0,0,0,-1,0,0,0,False,12.0,133.33333333333331,0.0,0.0,0.0,"{""batting_first_original_score"": [122, 173, 13], ""batting_first_predicted_score"": [23.98514747619629, 23.98514747619629, 25.425092697143555, 15.79664134979248], ""ceil_value"": 73.47631444510583, ""chasing_first_original_score"": [122, 173, 13], ""chasing_first_predicted_score"": [16.52630615234375, 17.07062339782715, 17.065963745117188, 13.304194450378418], ""date_of_match"": ""2024-03-17 00:00:00"", ""doi"": 0.162139868893066, ""economy"": [2.203230857849121], ""fes"": 3, ""floor_value"": 5.285590316798931, ""mod_player_id"": [{""mod_id"": 1728, ""player_id"": ""27e003ce""}, {""mod_id"": 9506, ""player_id"": ""d8f59089""}, {""mod_id"": 8923, ""player_id"": ""cb08b611""}, {""mod_id"": 6358, ""player_id"": ""910dd54e""}, {""mod_id"": 4366, ""player_id"": ""63e3b6b3""}, {""mod_id"": 220, ""player_id"": ""0475a86b""}, {""mod_id"": 4717, ""player_id"": ""6c3aef71""}, {""mod_id"": 6171, ""player_id"": ""8d1ade08""}, {""mod_id"": 10273, ""player_id"": ""eadc8924""}, {""mod_id"": 3672, ""player_id"": ""5463cb7a""}, {""mod_id"": 1391, ""player_id"": ""211dc1ce""}, {""mod_id"": 4063, ""player_id"": ""5d2eda89""}, {""mod_id"": 9739, ""player_id"": ""de69af96""}, {""mod_id"": 8358, ""player_id"": ""be150fc8""}, {""mod_id"": 5010, ""player_id"": ""721e0199""}, {""mod_id"": 2085, ""player_id"": ""302fb7ae""}, {""mod_id"": 6761, ""player_id"": ""99e23670""}, {""mod_id"": 11066, ""player_id"": ""fc0155d9""}, {""mod_id"": 10535, ""player_id"": ""f0b4e47d""}, {""mod_id"": 2258, ""player_id"": ""33946d69""}, {""mod_id"": 5228, ""player_id"": ""77143581""}, {""mod_id"": 5032, ""player_id"": ""7298db76""}], ""pcb"": 0.9045468270778656, ""pfpp"": 33.64098843661222, ""points"": 0.08454937238507526, ""rank"": 7.0, ""risk"": 34, ""score"": 36.864150943396226, ""strike_rate"": [57.33031463623047], ""team1"": [{""player_id"": 220, ""y"": 41.45677185058594}, {""player_id"": 4366, ""y"": 37.00020217895508}, {""player_id"": 8358, ""y"": 34.63935089111328}, {""player_id"": 9506, ""y"": 34.30620193481445}, {""player_id"": 9739, ""y"": 33.97313690185547}, {""player_id"": 6761, ""y"": 31.60407257080078}, {""player_id"": 5032, ""y"": 31.585050582885742}, {""player_id"": 5228, ""y"": 31.585050582885742}, {""player_id"": 5010, ""y"": 31.585050582885742}, {""player_id"": 4717, ""y"": 31.287569046020508}, {""player_id"": 8923, ""y"": 31.02841567993164}], ""team2"": [{""player_id"": 6358, ""y"": 30.941770553588867}, {""player_id"": 6171, ""y"": 30.941770553588867}, {""player_id"": 10535, ""y"": 30.837726593017578}, {""player_id"": 3672, ""y"": 29.771183013916016}, {""player_id"": 10273, ""y"": 29.591777801513672}, {""player_id"": 1728, ""y"": 28.94599151611328}, {""player_id"": 2085, ""y"": 28.602312088012695}, {""player_id"": 2258, ""y"": 28.602312088012695}, {""player_id"": 4063, ""y"": 28.336097717285156}, {""player_id"": 11066, ""y"": 28.258974075317383}, {""player_id"": 1391, ""y"": 25.2943058013916}], ""temp"": 370.0508728027344, ""venue"": ""Arun Jaitley Stadium, Delhi"", ""y_actual"": [12, 90, 31, 65, 34, 12], ""y_pred"": [31.575702667236328, 31.198070526123047, 30.993488311767578, 30.396764755249023, 31.319137573242188, 31.684051513671875]}"
